date,theme,mention_number,old_basket,old_source,old_direction,new_basket,new_source,new_direction,new_reasoning,changed,override_exists
2023-06-19,DRAM / HBM memory bottleneck,3,MU,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The statement expresses a general structural view about AI capability acceleration and extinction risk, without pointing to specific companies or a narrow enough sector to constitute an actionable trade.",YES,NO
2023-06-19,Nvidia GPU moat / CUDA ecosystem,2,NVDA,BAKER_NAMED,LONG,,NO_BASKET,,"The thesis is a moderate structural observation that Nvidia may lose some share but still grow in absolute terms, which is neither clearly bullish nor bearish, and no specific share-takers are identified.",YES,NO
2023-06-19,Optical networking / interconnect,1,"CIEN, COHR, LITE",BAKER_NAMED,LONG,,NO_BASKET,,"Broadly bullish on solar and battery storage as a macro theme, but no specific companies endorsed and the beneficiary universe is too broad and ambiguous to resolve into a focused basket.",YES,NO
2023-06-19,SaaS existential disruption,1,"CRM, NOW, TEAM, SNOW, HUBS",OBVIOUS_UNIVERSE,SHORT,,NO_BASKET,,"The thesis is a macro-structural view that FMaaS will displace SaaS broadly, but no specific companies are named and the SaaS universe is far too large and ambiguous to resolve into a actionable basket.",YES,YES
2024-01-30,Edge AI as bear case for cloud,1,"AAPL, QCOM",CONSTRUCTED,MIXED,,NO_BASKET,,Baker identifies key variables and risks but does not express a clear directional view on any specific stock; he frames these as scenarios to watch rather than making a bullish or bearish call.,YES,NO
2024-01-30,Optical networking / interconnect,2,"CIEN, COHR, LITE",BAKER_NAMED,LONG,"CIEN, COHR",BAKER_NAMED,LONG,Baker explicitly holds CIEN and the summary clearly implies COHR as a major beneficiary of the coherent optics shift inside data centers.,YES,NO
2024-01-30,Scaling laws intact,2,SMH,OBVIOUS_UNIVERSE,LONG,"GOOGL, MSFT",BAKER_NAMED,LONG,"Baker explicitly identifies Google and Microsoft as hyperscale winners structurally favored by AI scaling laws, while the bearish targets (standalone frontier model companies) are mostly private and not actionable.",YES,NO
2024-02-23,Humanoid robotics / Tesla Optimus,1,TSLA,BAKER_NAMED,LONG,,NO_BASKET,,"This is a general macro/structural thesis about deflation from humanoid robots without naming specific companies, and the universe of potential beneficiaries is too broad and ambiguous to resolve into a actionable basket.",YES,NO
2024-02-23,Power / watts as binding constraint,2,"VST, CEG",BAKER_NAMED,LONG,,NO_BASKET,,"The thesis identifies power infrastructure as a beneficiary sector but the universe of public companies in power generation, transmission, and energy efficiency is too broad and ambiguous to resolve into a specific actionable basket.",YES,NO
2024-07-01,AI networking (Ethernet/InfiniBand),1,ANET,BAKER_NAMED,LONG,"MU, WDC, STX, ANET",OBVIOUS_UNIVERSE,LONG,"Baker has high conviction that storage, memory, and networking companies are the primary beneficiaries of AI infrastructure buildout, and the mentioned companies are the obvious public plays in those niches.",YES,NO
2024-07-01,Broad AI bullish / early innings,4,SMH,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The thesis is about epistemic humility and the unknowability of AI application-layer winners, with no specific companies or narrow sectors identified as actionable.",YES,NO
2024-07-01,Frontier model concentration,1,,NO_BASKET,LONG,"GOOGL, META, MSFT",BAKER_NAMED,LONG,"He explicitly names Google, Meta, and OpenAI/Microsoft as three of only four foundation model winners, implying concentrated upside in their public stocks, while all other foundation model companies will fail or be acquired at distressed valuations.",YES,NO
2024-07-01,Optical networking / interconnect,3,"CIEN, COHR, LITE",BAKER_NAMED,LONG,"CIEN, COHR, LITE, INFN",OBVIOUS_UNIVERSE,LONG,"Baker argues coherent optical networking faces structural, durable demand driven by physics constraints of AI data center buildout, making optical networking suppliers direct beneficiaries; the mentioned companies represent the obvious public universe of coherent optics suppliers.",YES,NO
2024-07-01,Power / watts as binding constraint,3,"VST, CEG",BAKER_NAMED,LONG,"CEG, VST",OBVIOUS_UNIVERSE,LONG,"Baker argues nuclear-adjacent sites are scarce, nearly irreplaceable assets that directly benefit from hyperscale AI buildout, and CEG and VST are the obvious public beneficiaries given their large multi-reactor nuclear campuses.",YES,NO
2024-07-01,Scaling laws intact,3,SMH,OBVIOUS_UNIVERSE,LONG,"NVDA, GOOGL, META, MSFT",OBVIOUS_UNIVERSE,LONG,"Baker's thesis that compute is the key moat and bottleneck clearly favors the dominant GPU supplier (NVDA) and hyperscalers with massive compute capex (GOOGL, META, MSFT), which he explicitly identifies as the beneficiaries.",YES,NO
2024-08-07,DRAM / HBM memory bottleneck,4,MU,OBVIOUS_UNIVERSE,LONG,MU,BAKER_NAMED,LONG,Baker explicitly identifies Micron as the only US-listed HBM winner and a high-conviction long benefiting from structural AI demand.,YES,NO
2024-08-07,Edge AI as bear case for cloud,2,"AAPL, QCOM",CONSTRUCTED,MIXED,MU,BAKER_NAMED,LONG,"Baker identifies Micron as the primary beneficiary of a potential memory supercycle triggered by on-device AI, explicitly noting it as the only major US-listed pure-play memory manufacturer with multi-bagger upside potential.",YES,NO
2024-08-07,Frontier model concentration,2,,NO_BASKET,LONG,"NVDA, GOOGL",BAKER_NAMED,LONG,"Baker argues Nvidia and Google hold a durable structural moat in foundation model training due to ecosystem maturity, implying they are well-positioned to benefit while competitors like AMD and Intel have failed to break in.",YES,NO
2024-08-07,Meta AI transformation,1,META,BAKER_NAMED,LONG,"META, GOOGL",BAKER_NAMED,PAIR_TRADE,"Baker is clearly bullish META (stronger long than a year ago due to AI pivot and distribution scale) and bearish GOOGL (facing credible new threat to search monopoly), constituting a pair trade.",YES,NO
2024-08-07,Nvidia GPU moat / CUDA ecosystem,4,NVDA,BAKER_NAMED,LONG,"NVDA, GOOGL",BAKER_NAMED,LONG,"Baker argues Nvidia and Google hold a durable structural moat in foundation model training due to ecosystem maturity, implying they are well-positioned to benefit while competitors like AMD and Intel are dismissed.",YES,NO
2024-08-07,Power / watts as binding constraint,4,"VST, CEG",BAKER_NAMED,LONG,"CEG, VST, TLN",OBVIOUS_UNIVERSE,LONG,"Baker's thesis that nuclear power proximity is the key bottleneck for AI data center scaling clearly implies structural advantage for the small set of public nuclear-capable power generators near viable US sites, and CEG, VST, TLN are exactly that universe.",YES,NO
2024-08-07,SpaceX ecosystem / Starship economics,3,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,TSLA,BAKER_NAMED,LONG,"TSLA is explicitly identified as the only US-listed equity with a direct data-supply relationship to the xAI thesis, making it a public proxy for a high-conviction private investment.",YES,NO
2024-08-27,AI capex ROI positive,1,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"META, GOOGL, MSFT, AMZN",BAKER_NAMED,LONG,"Baker explicitly recommends remaining long the major hyperscalers and AI-heavy platform companies, citing rising ROIC as justification, and names these four as the relevant companies.",YES,NO
2024-08-27,AI networking (Ethernet/InfiniBand),2,ANET,BAKER_NAMED,LONG,"ANET, MU, PSTG",OBVIOUS_UNIVERSE,LONG,"Baker expresses high conviction that networking, storage, and memory are structurally underinvested in AI infrastructure, and the three mentioned companies are the obvious public pure-plays in those niches.",YES,NO
2024-08-27,DRAM / HBM memory bottleneck,5,MU,OBVIOUS_UNIVERSE,LONG,AAPL,BAKER_NAMED,LONG,"Baker explicitly frames Apple as the primary beneficiary of the on-device AI shift due to its iOS distribution leverage and premium phone positioning, with a clear implication to be long AAPL.",YES,NO
2024-08-27,Edge AI as bear case for cloud,3,"AAPL, QCOM",CONSTRUCTED,MIXED,AAPL,BAKER_NAMED,LONG,"Baker explicitly frames Apple as the primary beneficiary of the on-device AI shift due to its iOS distribution leverage and premium phone positioning, with a clear implication to be long AAPL.",YES,NO
2024-08-27,Optical networking / interconnect,4,"CIEN, COHR, LITE",BAKER_NAMED,LONG,NVDA,BAKER_NAMED,LONG,Baker's thesis is that urgent demand from all major labs to build 100k H100 clusters creates sustained demand pull for NVIDIA GPUs and data center infrastructure.,YES,NO
2024-08-27,Power / watts as binding constraint,5,"VST, CEG",BAKER_NAMED,LONG,,NO_BASKET,,"The thesis points to broad structural demand across natural gas infrastructure, modular power generation, and turbine manufacturers, but no specific companies are named and the beneficiary universe is too diffuse to resolve to a small obvious basket.",YES,NO
2024-08-27,SaaS existential disruption,2,"CRM, NOW, TEAM, SNOW, HUBS",OBVIOUS_UNIVERSE,SHORT,,NO_BASKET,,"The bearish thesis targets 'traditional SaaS' broadly without naming specific companies, and the universe is too large and ambiguous to resolve to a small basket of tickers.",YES,YES
2024-08-27,Scaling laws intact,4,SMH,OBVIOUS_UNIVERSE,LONG,NVDA,OBVIOUS_UNIVERSE,LONG,"Baker's thesis that AI capex spending remains structurally unconstrained directly benefits 'the dominant GPU supplier,' which clearly refers to NVIDIA.",YES,NO
2024-12-07,AI capex ROI positive,2,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"GOOGL, META, MSFT, AMZN",BAKER_NAMED,LONG,"Baker argues hyperscaler ROIC on AI capex has been strongly positive, spending is rational due to prisoners' dilemma dynamics, and these four companies will sustain or grow AI capex with justified returns.",YES,NO
2024-12-07,China AI distillation / export controls,1,"ASML, LRCX, AMAT, KLAC",OBVIOUS_UNIVERSE,LONG,"NVDA, AMD, AVGO",BAKER_NAMED,LONG,"Baker argues the imminent Blackwell/next-gen compute wave will widen the US-China gap, directly benefiting the named suppliers of advanced AI compute that China cannot access.",YES,YES
2024-12-07,Nuclear / clean energy for AI,1,"CCJ, VST, CEG",CONSTRUCTED,LONG,"CEG, VST, SMR, OKLO, CCJ",OBVIOUS_UNIVERSE,LONG,"High-conviction bullish thesis on nuclear as the best near-term US electricity capacity solution, pointing to an identifiable cluster of public nuclear energy and uranium companies.",YES,NO
2024-12-07,Optical networking / interconnect,5,"CIEN, COHR, LITE",BAKER_NAMED,LONG,,NO_BASKET,,"The core thesis is bullish on xAI/Grok 3, which is a private company; the NVDA mention is a secondary/incidental observation about past demand, not a forward-looking investment thesis on NVDA.",YES,NO
2024-12-07,Reasoning / inference-time compute,1,"NVDA, AMD",OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"Bullish on inference-side AI infrastructure broadly (chips, servers, data centers) but no specific companies named and the beneficiary universe is too broad and ambiguous to resolve to a small basket.",YES,NO
2024-12-07,Scaling laws intact,5,SMH,OBVIOUS_UNIVERSE,LONG,NVDA,OBVIOUS_UNIVERSE,LONG,"Baker argues Colossus triggered competitors to rush-purchase Hopper GPUs, providing a demand bridge that saved Nvidia during the Blackwell delay, which is a clearly bullish implication for NVDA.",YES,NO
2025-01-04,Broad AI bullish / early innings,5,SMH,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The thesis is a macro capability prediction about AI progress broadly, with no specific companies named and beneficiaries too broad and ambiguous to resolve to a small obvious ticker universe.",YES,NO
2025-01-04,China AI distillation / export controls,2,"ASML, LRCX, AMAT, KLAC",OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The primary beneficiaries identified (OpenAI and Anthropic) are private companies with no public stock, making this non-actionable.",YES,YES
2025-01-04,DRAM / HBM memory bottleneck,6,MU,OBVIOUS_UNIVERSE,LONG,"MU, 000660.KS",OBVIOUS_UNIVERSE,LONG,"Baker is clearly bullish on HBM producers as his best 2025 pick, and explicitly identifies SK Hynix and Micron as the only two qualified producers at scale.",YES,NO
2025-01-04,Reasoning / inference-time compute,2,"NVDA, AMD",OBVIOUS_UNIVERSE,LONG,"NVDA, MU",BAKER_NAMED,LONG,Baker's high-conviction thesis that reasoning/inference compute will exhaust GPU and HBM supply in 2025 directly implies sustained demand benefiting NVIDIA as the dominant GPU supplier and Micron as an HBM memory supplier.,YES,NO
2025-01-04,SaaS existential disruption,3,"CRM, NOW, TEAM, SNOW, HUBS",OBVIOUS_UNIVERSE,SHORT,"CRM, NOW, WDAY",BAKER_NAMED,SHORT,"Categorically bearish on enterprise SaaS as the worst-performing asset class of 2025 due to AI agent displacement, with CRM, NOW, WDAY named as representative incumbents in the sector.",YES,YES
2025-01-28,China AI distillation / export controls,3,"ASML, LRCX, AMAT, KLAC",OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,This is a geopolitical risk analysis of the chip embargo with no actionable bullish or bearish view on specific companies or sectors.,YES,YES
2025-01-28,Optical networking / interconnect,6,"CIEN, COHR, LITE",BAKER_NAMED,LONG,,NO_BASKET,,"While bullish on AI application and deployment layer companies over training infrastructure plays, the universe of beneficiaries is too broad and ambiguous to resolve to specific tickers.",YES,NO
2025-01-28,Scaling laws intact,6,SMH,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The thesis is a broad sector-level call on AI infrastructure buildout lasting 5-10 years; NVDA is mentioned as potentially incidental, and the beneficiary universe (semis, cloud, infrastructure) is too broad and ambiguous to resolve to a specific actionable basket.",YES,NO
2025-03-29,AI capex ROI positive,4,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,NVDA,BAKER_NAMED,LONG,"Baker explicitly identifies Nvidia as the primary beneficiary of compute scarcity driven by AI agent adoption, making it a clear bullish call on NVDA.",YES,NO
2025-03-29,China AI distillation / export controls,4,"ASML, LRCX, AMAT, KLAC",OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"Baker is making a geopolitical observation about export control enforceability, not expressing a bullish or bearish view on any company or sector.",YES,YES
2025-03-29,Neoclouds as durable model,1,"CRWV, NBIS",BAKER_NAMED,LONG,NVDA,BAKER_NAMED,LONG,"Baker argues with high conviction that Nvidia's competitive moat is deeper than it appears due to deliberate strategic management of its customer base, which is a clearly bullish thesis on NVDA.",YES,YES
2025-05-28,DRAM / HBM memory bottleneck,7,MU,OBVIOUS_UNIVERSE,LONG,"000660.KS, MU",BAKER_NAMED,LONG,Baker explicitly pitched SK Hynix as his core long position and identified Micron as a direct beneficiary of the same HBM demand tailwind.,YES,NO
2025-05-28,Reasoning / inference-time compute,3,MU,OBVIOUS_UNIVERSE,LONG,"000660.KS, MU",BAKER_NAMED,LONG,"Baker explicitly identifies SK Hynix and Micron as primary beneficiaries of structurally higher HBM demand driven by reasoning models, with high conviction.",YES,YES
2025-10-22,DRAM / HBM memory bottleneck,8,MU,OBVIOUS_UNIVERSE,LONG,GOOGL,BAKER_NAMED,LONG,"Google DeepMind is explicitly named as one of four primary beneficiaries of the reasoning model flywheel dynamic, and GOOGL is the only one that is publicly traded; the other three (OpenAI, Anthropic, XAI) are private.",YES,NO
2025-10-22,Edge AI as bear case for cloud,4,"AAPL, QCOM",CONSTRUCTED,MIXED,NVDA,OBVIOUS_UNIVERSE,SHORT,"Bearish thesis on hyperscale data center capex beneficiaries, with GPU suppliers identified as most at risk; NVDA is the dominant public pure-play GPU supplier for AI data centers, though conviction is moderate and framed as a risk scenario rather than base case.",YES,NO
2025-10-22,Humanoid robotics / Tesla Optimus,6,TSLA,BAKER_NAMED,LONG,TSLA,OBVIOUS_UNIVERSE,LONG,"The bullish thesis on humanoid robots becoming ubiquitous, combined with specifically citing Tesla's Optimus robot, makes TSLA the clear primary public beneficiary of this view.",YES,NO
2025-10-22,SpaceX ecosystem / Starship economics,4,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"SpaceX is a private company with no public equity proxy identified, so the thesis cannot be acted on via public stocks.",YES,NO
2025-10-22,xAI competitive position,8,,NO_BASKET,LONG,GOOGL,BAKER_NAMED,LONG,Baker explicitly identifies GOOGL as the primary publicly-listed beneficiary of the structural data moat thesis with high conviction.,YES,NO
2025-10-30,AI bubble not happening,3,SMH,OBVIOUS_UNIVERSE,LONG,NVDA,BAKER_NAMED,LONG,"Baker explicitly argues Nvidia is not in bubble territory, citing reasonable valuation at 40x earnings and full GPU utilization, making a clear bullish case for the stock.",YES,NO
2025-10-30,AI capex ROI positive,5,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"GOOGL, META, MSFT, AMZN",BAKER_NAMED,LONG,"Baker explicitly recommends remaining long the major hyperscalers as a group, citing strong ROIC and massive cash cushions, with these four companies named as the relevant set.",YES,NO
2025-10-30,Custom ASIC failure thesis,1,"NVDA, GOOGL, AVGO(short)",PAIR_TRADE,PAIR_TRADE,"NVDA, AVGO",BAKER_NAMED,PAIR_TRADE,"Baker is bullish Nvidia as the structural beneficiary of custom ASIC failures and bearish Broadcom whose ASIC business faces execution risk, forming a natural pair trade.",YES,YES
2025-10-30,Google TPU competitive position,2,GOOGL,BAKER_NAMED,LONG,NVDA,BAKER_NAMED,LONG,"Baker explicitly argues NVDA's roundtripping concerns are overblown and its investments should be viewed as rational competitive moat-building, making the stock more attractive than the negative narrative suggests.",YES,NO
2025-10-30,Optical networking / interconnect,7,"CIEN, COHR, LITE",BAKER_NAMED,LONG,GOOGL,BAKER_NAMED,SHORT,"Baker explicitly argues that Google's advertising revenue model will be structurally disrupted by AI-driven outcome-based affiliate fees, representing a bearish view on GOOGL's long-term earnings power.",YES,NO
2025-10-30,SaaS existential disruption,4,"CRM, NOW, TEAM, SNOW, HUBS",OBVIOUS_UNIVERSE,SHORT,,NO_BASKET,,"The thesis is a sector-wide structural framework about how to interpret SaaS gross margins in the AI era, without naming specific companies, and 'application SaaS' is too broad a universe to resolve to a small set of tickers.",YES,YES
2025-10-30,Scaling laws intact,7,SMH,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The thesis is a broad sector call that AI infrastructure buildout remains intact, but no specific companies are named or implied narrowly enough to resolve to a small ticker basket.",YES,NO
2025-12-09,AI capex ROI positive,6,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"META, GOOGL",BAKER_NAMED,LONG,"Baker argues the largest hyperscaler GPU spenders are generating real, auditable ROIC improvements from AI, making the bear case empirically weak, with META and GOOGL named as the primary examples.",YES,NO
2025-12-09,China AI distillation / export controls,6,"ASML, LRCX, AMAT, KLAC",OBVIOUS_UNIVERSE,LONG,NVDA,BAKER_NAMED,LONG,Baker explicitly identifies Nvidia as the direct beneficiary of concentrated advanced compute spending in the US as Chinese demand is structurally suppressed.,YES,YES
2025-12-09,Custom ASIC failure thesis,2,"NVDA, GOOGL, AVGO(short)",PAIR_TRADE,PAIR_TRADE,NVDA,BAKER_NAMED,LONG,Baker's high-conviction view that most ASICs will fail and Nvidia's annual cadence raises the competitive bar continuously makes NVDA the clear dominant beneficiary by default; AMD is called out as unlikely to displace this dynamic but shorting it is secondary to the core NVDA-bullish thesis.,YES,YES
2025-12-09,DRAM / HBM memory bottleneck,9,MU,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The primary thesis is about Anthropic, a private company; the public company mentions (GOOGL, AMZN, NVDA) are incidental infrastructure context rather than actionable bullish/bearish calls.",YES,NO
2025-12-09,Edge AI as bear case for cloud,5,"AAPL, QCOM",CONSTRUCTED,MIXED,"NVDA, AMD, AVGO",OBVIOUS_UNIVERSE,SHORT,"Bearish on cloud AI inference compute demand and GPU/TPU datacenter buildout, whose most obvious public beneficiaries are the major AI chip companies.",YES,NO
2025-12-09,Nuclear/quantum bubble warning,1,,NO_BASKET,SHORT,"IONQ, RGTI, QBTS, QUBT, SMR, OKLO, NNE, LEU",OBVIOUS_UNIVERSE,SHORT,"Baker calls pure-play public quantum computing and nuclear/SMR stocks 'really clear bubbles' with valuations disconnected from fundamentals, and the obvious small public universe of pure-play names in these niches is well-known.",YES,NO
2025-12-09,Optical networking / interconnect,8,"CIEN, COHR, LITE",BAKER_NAMED,LONG,NVDA,BAKER_NAMED,LONG,"Baker explicitly identifies Nvidia as the beneficiary of power-scarcity-driven pricing power with high conviction, arguing its margins are structurally protected against ASIC competition.",YES,NO
2025-12-09,Orbital / space-based compute,1,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,TSLA,BAKER_NAMED,LONG,"Baker explicitly names Tesla as the only publicly traded company in the SpaceX/xAI/Tesla convergence around orbital compute infrastructure, which he calls the most important development of the next 3-4 years with high conviction.",YES,NO
2025-12-09,Power / watts as binding constraint,6,"VST, CEG",BAKER_NAMED,LONG,NVDA,BAKER_NAMED,LONG,"Baker explicitly identifies Nvidia as having durable, structurally protected pricing power due to power scarcity making their GPUs the most compute-efficient option, with high conviction.",YES,NO
2025-12-09,Reasoning / inference-time compute,5,GOOGL,BAKER_NAMED,LONG,META,BAKER_NAMED,LONG,"Baker explicitly identifies Meta as the only publicly traded pure-play among the top four frontier labs benefiting from the reasoning model data flywheel, with high conviction.",YES,YES
2025-12-09,SaaS existential disruption,5,"CRM, NOW, TEAM, SNOW, HUBS",OBVIOUS_UNIVERSE,SHORT,"MSFT, CRM, NOW, HUBS, GTLB, TEAM",BAKER_NAMED,PAIR_TRADE,"Baker is bullish on MSFT as the only incumbent executing correctly, and bearish on CRM, NOW, HUBS, GTLB, TEAM as SaaS incumbents facing existential disruption risk from refusing to cannibalize their margins for AI agents.",YES,YES
2025-12-09,Scaling laws intact,8,SMH,OBVIOUS_UNIVERSE,LONG,NVDA,BAKER_NAMED,LONG,Baker explicitly argues that confirmed pre-training scaling laws are bullish for Nvidia as the direct beneficiary of sustained GPU demand on Blackwell hardware.,YES,NO
2025-12-09,SpaceX ecosystem / Starship economics,5,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,TSLA,BAKER_NAMED,LONG,"Baker identifies TSLA as the only publicly traded equity expression of a mutually reinforcing ecosystem he views positively, implying a bullish stance albeit at moderate conviction.",YES,NO
